-0.002790836302548; 1.0018715247604468; -0.002786965517107859; 0.9989703710728464
0.0771699139330857; 0.9441329537383080; 0.11715125674726293; 0.9253654505303945
0.2171084845681462; 0.8647141134643337; 0.2384307061667418; 0.8444989365017004
0.3557329235461814; 0.7895744264947523; 0.3370699315451595; 0.7664406773100365
0.4583803472481619; 0.7071557275044467; 0.4583803472481619; 0.6623184843552531
0.5997065944636156; 0.6145800875184589; 0.5583743475307292; 0.5668242721471829
0.7183964884234485; 0.5349870618996655; 0.6383815471916484; 0.4814173267968671
0.7984249774042901; 0.4466673505054279; 0.7384045783650189; 0.3641209155955881
0.8571196324302145; 0.3510918518031087; 0.8184350027385806; 0.2612722110507055
0.9198128088161010; 0.2163536814072628; 0.8984731686830233; 0.15260958677430048
0.9998703286877456; 0.0149354256218900; 0.9985387784962386; 0.003336617049648938



