
0.0012460965082865; 0.0012970731836257; 0.001246096508286526; 0.0012970731836257077
0.0852367772168245; 0.0843890539861873; 0.12460776280364161; 0.12306902241840911
0.2085946674621545; 0.2090345772900800; 0.24796942909899666; 0.24484097165319252
0.3358947539337000; 0.3336687724438975; 0.39888682045259727; 0.39670615156309597
0.4343174978382114; 0.4339606611108385; 0.4986274058158723; 0.49412069011090265
0.5091210488356551; 0.5084583520562482; 0.6232993614699408; 0.6187624373647703
0.5865489546005507; 0.5858220649707169; 0.7479694290989967; 0.7448409716531926
0.7112227982796316; 0.7090270251900299; 0.847704350387234; 0.8465658713046632
0.8096455421841428; 0.8093189138569711; 0.9225041253346523; 0.9239371363191822
0.9854999679035749; 0.9841009413692714; 0.9973095643571087; 0.9969980402300371



